카테고리,세부,브랜드,제품명,태그,용량/가격,별점,리뷰수,이미지,제품링크
로션/에멀젼,모공로션,닐스야드 레머디스,퓨리파잉 팔마로사 데일리 모이스처,"#모공관리, #보습, #비건뷰티, #수분공급, #영양공급, #유기농화장품, #윤기, #크루얼티프리, #클린뷰티, #투명피부, #피지조절","100ml / 48,900원",4,리뷰 2,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20140814/1407995028673.jpg,https://www.glowpick.com/products/15210
로션/에멀젼,모공로션,더말로지카,오일 컨트롤 로션,"#각질관리, #트러블케어, #피지조절","59ml / 65,000원",4,리뷰 1,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20160127/1453866347292.jpg,https://www.glowpick.com/products/60952
로션/에멀젼,모공로션,마지스레네,하이드라 젠 포어 에멀젼,"#모공관리, #보습, #수분공급, #유수분조절, #피부유연, #피부탄력, #피지조절","130ml / 40,000원",4,리뷰 1,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20141226/1419566104450.jpg,https://www.glowpick.com/products/23053
로션/에멀젼,모공로션,미바,이온칼슘 피지컨트롤 모이스처,"#보습, #수분공급, #피부진정, #피지조절","100g / 28,000원",3.4,리뷰 5,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20171019/1508376515991.png,https://www.glowpick.com/products/99089
로션/에멀젼,모공로션,셀앤비,유황 로션 플러스 투,"#모공관리, #보습, #수분공급, #유수분조절, #피지조절","50ml / 28,000원",3.5,리뷰 4,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20150819/1439952310909.jpg,https://www.glowpick.com/products/27065
로션/에멀젼,모공로션,스와니코코,바이타민 이 엑스트라 매트 에멀전,"#모공관리, #보습, #피지조절","120ml / 28,000원",3,리뷰 1,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170718/1500361316683.png,https://www.glowpick.com/products/94168
로션/에멀젼,모공로션,닥터슈라클,5알파 컨트롤 클리어링 세럼 인 에멀젼,"#보습, #수분공급, #투명피부, #피부유연, #피부활력, #피지조절","100ml / 32,000원",3,리뷰 1,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20190523/1558576421152.png,https://www.glowpick.com/products/122086
로션/에멀젼,모공로션,에스티 로더,뉴트리셔스 마이크로-알게 포어 미니마이징 하이드라 로션,"#모공관리, #보습, #수분공급, #유수분조절, #피지조절","100ml / 63,000원",3.2,리뷰 5,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170608/1496893568594.png,https://www.glowpick.com/products/92318
로션/에멀젼,모공로션,더페이스샵,제주 화산토 모공 로션,"#모공관리, #수분공급, #피지조절","130ml / 15,000원",3,리뷰 3,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180619/1529374087656.png,https://www.glowpick.com/products/108419
로션/에멀젼,모공로션,모공도둑,콜라겐 에멀젼(샥스핀 에멀젼),"#각질관리, #모공관리, #보습, #수분공급, #윤기부여, #저자극, #피부진정, #피부탄력, #피지조절","200ml / 32,000원",3,리뷰 5,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180503/1525336633704.png,https://www.glowpick.com/products/70377
로션/에멀젼,브라이트닝로션,디 오디너리,그랜액티브 레티노이드 2% 에멀전,"#수분공급, #피부탄력","30ml / 9,900원",4.53,리뷰 17,https://dn5hzapyfrpio.cloudfront.net/product/eee/eee33bf0-2a03-11eb-a3e5-076e7733e985.jpeg,https://www.glowpick.com/products/142019
로션/에멀젼,브라이트닝로션,시드물,아사이베리 맑고 생기 넘치는 화이트닝 에센셜,"#기능성, #미백, #보습, #수분공급, #투명피부, #피부활력","165ml / 13,800원",3.65,리뷰 63,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20171115/1510724769682.png,https://www.glowpick.com/products/25534
로션/에멀젼,브라이트닝로션,비바스,인텐시브 퓨어비타민C 에멀전,"#기능성, #미백, #비타민함유, #유수분조절, #주름개선, #투명피부","130ml / 33,600원",4.5,리뷰 8,https://dn5hzapyfrpio.cloudfront.net/product/a18/a18aab40-c37d-11eb-b97a-dd5935e37201.jpeg,https://www.glowpick.com/products/148043
로션/에멀젼,브라이트닝로션,앤서나인틴,유자바이오엠 브라이트 톤업 올인원,"#미백, #수분공급","150ml / 35,000원",4.33,리뷰 9,https://dn5hzapyfrpio.cloudfront.net/product/6c8/6c89ade0-8a5c-11ed-a56b-a9fe16730d2b.jpeg,https://www.glowpick.com/products/135853
로션/에멀젼,브라이트닝로션,맥,라이트풀 C3 래디언트 하이드레이션 스킨 리뉴얼 에멀전,"#보습, #수분공급, #투명피부","95ml / 55,000원",4.83,리뷰 6,https://dn5hzapyfrpio.cloudfront.net/product/e57/e57401e0-c50b-11ec-8e99-7d4259e81984.jpeg,https://www.glowpick.com/products/156616
로션/에멀젼,브라이트닝로션,유세린,이븐래디언스 모이스처라이저,"#기능성, #미백, #보습, #브라이트닝, #저자극","50ml / 38,000원",4.67,리뷰 6,https://dn5hzapyfrpio.cloudfront.net/product/443/4438ce10-6c8f-11ed-89a8-4377d5920de2.jpeg,https://www.glowpick.com/products/161094
로션/에멀젼,브라이트닝로션,아드망,에이지이에스 시너지 리페어 64 로션,"#기능성, #미백, #보습, #수분공급, #영양공급, #저자극, #주름개선","120ml / 51,000원",5,리뷰 5,https://dn5hzapyfrpio.cloudfront.net/product/3ce/3ce83c10-d17b-11ef-bfe2-33235bdff0be.jpeg,https://www.glowpick.com/products/177986
로션/에멀젼,브라이트닝로션,폴라초이스,리지스트 데일리 스무딩 트리트먼트 5% 아하,"#기능성, #미백, #저자극","50ml / 39,000원",4.13,리뷰 8,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200914/1600050446151.jpg,https://www.glowpick.com/products/89255
로션/에멀젼,브라이트닝로션,자연그대로,화이트 앤 링클 케어 로션,"#기능성, #미백, #보습, #주름개선, #피부진정, #피부탄력, #피부투명","120ml / 21,000원",4.33,리뷰 6,https://dn5hzapyfrpio.cloudfront.net/product/a03/a0302ba0-d0cc-11ec-a9c9-ff3cdbfa3d3f.jpeg,https://www.glowpick.com/products/85405
로션/에멀젼,브라이트닝로션,맥,라이트풀 C + 코랄 그라스 소프트닝 로션,"#미백, #수분공급, #피부진정","30ml / 52,000원",4.75,리뷰 4,https://dn5hzapyfrpio.cloudfront.net/var/app/current/common/upload/20200306/1583481479980.png,https://www.glowpick.com/products/131242
로션/에멀젼,브라이트닝로션,더후,공진향설 미백 로션,"#기능성, #미백, #수분공급, #영양공급","110ml / 73,000원",4.25,리뷰 4,https://dn5hzapyfrpio.cloudfront.net/product/86b/86b93c40-e676-11ee-85b0-cdb463a2fd51.jpeg,https://www.glowpick.com/products/171851
로션/에멀젼,브라이트닝로션,달바,비타 토닝 세럼 로션,"#기능성, #보습, #브라이트닝, #비건뷰티, #비타민함유, #수분공급, #영양공급, #저자극, #주름개선","100ml / 42,000원",4.25,리뷰 4,https://dn5hzapyfrpio.cloudfront.net/product/9cb/9cb54a70-185c-11f0-a826-45bc9a0c8c73.jpeg,https://www.glowpick.com/products/180159
로션/에멀젼,브라이트닝로션,폴라초이스,클리니컬 세라마이드 모이스처라이저,"#기능성, #미백, #보습, #피부진정, #피부탄력, #피부활력","50ml / 87,000원",4.33,리뷰 3,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20190211/1549876604524.png,https://www.glowpick.com/products/116756
로션/에멀젼,브라이트닝로션,미샤,타임 레볼루션 더 퍼스트 에센스 로션 5X,"#기능성, #미백, #보습, #수분공급, #유수분조절, #주름개선, #투명피부","130ml / 41,000원",4.33,리뷰 3,https://dn5hzapyfrpio.cloudfront.net/product/ad5/ad5eba70-0c56-11ec-bb9f-bf81fbb6f906.jpeg,https://www.glowpick.com/products/150418
로션/에멀젼,브라이트닝로션,참존,뉴 콘트롤 로션,"#미백, #수분공급, #유수분조절, #피부탄력, #피지조절","250ml / 25,000원",4.33,리뷰 3,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20190919/1568868897496.jpg,https://www.glowpick.com/products/125404
로션/에멀젼,브라이트닝로션,오휘,익스트림 화이트 에멀전,"#미백, #보습, #저자극","130ml / 53,000원",3.75,리뷰 4,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20171115/1510738447213.png,https://www.glowpick.com/products/76942
로션/에멀젼,브라이트닝로션,야슈브,리쥬브네이팅 플루이드,"#기능성, #미백, #보습, #피부탄력","30ml / 98,000원",5,리뷰 1,https://dn5hzapyfrpio.cloudfront.net/product/4ab/4ab4ce90-bf59-11eb-8919-bf7027d00d6d.jpeg,https://www.glowpick.com/products/147919
로션/에멀젼,브라이트닝로션,겔랑,블랑 드 펄 에센스 인 로션,"#미백, #보습",200ml / 가격미정,5,리뷰 1,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170214/1487054462382.png,https://www.glowpick.com/products/87898
로션/에멀젼,브라이트닝로션,제이베이처,어드밴스드 브라이트닝 에멀전,"#기능성, #미백, #비건뷰티, #수분공급, #유수분조절, #주름개선","100ml / 54,000원",5,리뷰 1,https://dn5hzapyfrpio.cloudfront.net/product/698/69854ca0-618d-11ed-a2b7-1d3d3e19aa48.jpeg,https://www.glowpick.com/products/160745
로션/에멀젼,트러블로션,더 순수,AC 컨트롤 로션,"#기능성, #모공관리, #미백, #보습, #수분공급, #약산성, #저자극, #크루얼티프리, #클린뷰티, #트러블케어, #피부진정, #피지조절","150ml / 38,000원",4.32,리뷰 123,https://dn5hzapyfrpio.cloudfront.net/product/a8a/a8a642e0-e58a-11ee-b58c-d332da62ec23.jpeg,https://www.glowpick.com/products/123676
로션/에멀젼,트러블로션,닥터자르트,컨트롤에이 티트리먼트 모이스처라이저,"#모공관리, #미백, #보습, #수분공급, #유수분조절, #저자극, #트러블케어, #피부진정, #피지조절","50ml / 28,000원",3.97,리뷰 72,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20190709/1562654899880.png,https://www.glowpick.com/products/123695
로션/에멀젼,트러블로션,이니스프리,비자 트러블 로션,"#보습, #수분공급, #저자극, #친환경, #트러블케어, #피지조절","100ml / 16,000원",4.38,리뷰 24,https://dn5hzapyfrpio.cloudfront.net/product/8bd/8bd17f20-a7b0-11ef-a1a2-cda00a52f443.jpeg,https://www.glowpick.com/products/165043
로션/에멀젼,트러블로션,토니모리,토니 랩 에이씨 컨트롤 에멀전,"#보습, #수분공급, #저자극, #트러블케어, #피부진정, #피지조절","160ml / 12,500원",3.67,리뷰 123,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20190410/1554865257254.png,https://www.glowpick.com/products/17235
로션/에멀젼,트러블로션,에스트라,테라크네365 수딩 액티브 모이스처라이저,"#수분공급, #유수분조절, #저자극, #트러블케어, #피지조절","60ml / 33,000원",4.64,리뷰 14,https://dn5hzapyfrpio.cloudfront.net/product/305/30530ef0-da72-11ed-a0c2-ad8383de9fb2.jpeg,https://www.glowpick.com/products/164520
로션/에멀젼,트러블로션,케어존,닥터솔루션 피큐어 튜닝 에멀전,"#보습, #수분공급, #유수분조절, #저자극, #트러블케어, #피지조절","170ml / 25,000원",3.71,리뷰 31,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20140905/1409896024896.jpg,https://www.glowpick.com/products/17067
로션/에멀젼,트러블로션,닥터앤코,트리플 엑스 로션,"#모공관리, #수분공급, #유수분조절, #피지조절","60ml / 38,000원",4.19,리뷰 27,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170926/1506414370572.png,https://www.glowpick.com/products/94411
로션/에멀젼,트러블로션,시드물,아크바이™ 클린 페이스 로션,"#보습, #수분공급, #저자극, #피부유연","120ml / 6,800원",3.54,리뷰 127,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20150204/1423021089988.jpg,https://www.glowpick.com/products/25546
로션/에멀젼,트러블로션,선데이라일리,굿 진스 올인원 락틱애씨드 트리트먼트,#피부탄력,"30ml / 121,000원",5,리뷰 8,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20191024/1571886562782.jpg,https://www.glowpick.com/products/109833
로션/에멀젼,트러블로션,자연그대로,녹차 트러블 로션,"#모공관리, #보습, #트러블케어","100ml / 12,500원",4.31,리뷰 13,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20160701/1467345493427.jpg,https://www.glowpick.com/products/77361
로션/에멀젼,트러블로션,에뛰드,AC 클린업 플루이드,"#수분공급, #유수분조절, #트러블케어, #피부진정, #피부투명","180ml / 14,000원",4.4,리뷰 10,https://dn5hzapyfrpio.cloudfront.net/var/app/current/common/upload/20200219/1582093781136.jpg,https://www.glowpick.com/products/130542
로션/에멀젼,트러블로션,홀리카홀리카,아크마일드 에멀젼,"#보습, #수분공급, #유수분조절, #트러블케어, #피부진정, #피지조절","130ml / 13,900원",3.69,리뷰 42,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180319/1521440306206.png,https://www.glowpick.com/products/10332
로션/에멀젼,트러블로션,스킨아이,AC퓨어 에센셜 로션,#저자극,"150ml / 29,000원",5,리뷰 6,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20160531/1464675175801.jpg,https://www.glowpick.com/products/75997
로션/에멀젼,트러블로션,라포티셀,A.C. 데일리 카밍 모이스춰라이져,"#수분공급, #트러블케어, #피지조절","50ml / 23,000원",4.2,리뷰 10,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20160816/1471328848355.jpg,https://www.glowpick.com/products/79729
로션/에멀젼,트러블로션,퓨어포레,센텔라 멀티 로션,"#저자극, #트러블케어, #피부진정","150ml / 22,900원",4.13,리뷰 8,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20201005/1601883681067.jpg,https://www.glowpick.com/products/140281
로션/에멀젼,트러블로션,러쉬,엔지미온,"#수분공급, #영양공급, #피지조절","45g / 58,500원",3.76,리뷰 17,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20150827/1440657243827.png,https://www.glowpick.com/products/44121
로션/에멀젼,트러블로션,에르쯔틴,클레렌 에이씨 컨트롤 로션,"#보습, #유수분조절, #피부진정, #피지조절","100ml / 41,000원",4.14,리뷰 7,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20171129/1511940510526.png,https://www.glowpick.com/products/100846
로션/에멀젼,트러블로션,암웨이,베르가닉 클린큐어 젤 로션,"#보습, #유수분조절, #윤기부여, #트러블케어, #피지조절","50ml / 29,000원",3.7,리뷰 20,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20160105/1451975708378.jpg,https://www.glowpick.com/products/57257
로션/에멀젼,트러블로션,더바디샵,티트리 매티파잉 로션,"#보습, #수분공급","50ml / 19,500원",3.63,리뷰 19,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20160706/1467776771856.jpg,https://www.glowpick.com/products/77596
로션/에멀젼,트러블로션,크리니크,안티-블레미쉬 솔루션 올-오버 클리어링 트리트먼트 오일-프리,"#모공관리, #민감성, #보습, #트러블케어, #피부진정, #피지조절","50ml / 34,000원",3.54,리뷰 50,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20140516/1401161176544.jpg,https://www.glowpick.com/products/6307
크림,수분크림,큐어코드,수딩 릴리프 젤,"#모공관리, #보습, #수분공급, #약산성, #저자극, #젤타입, #피부장벽강화, #피부진정","80ml / 31,000원",4.6,"리뷰 1,383",https://dn5hzapyfrpio.cloudfront.net/product/cb8/cb8ec6a0-02ea-11f0-9a69-e346be7aea06.jpeg,https://www.glowpick.com/products/152936
크림,수분크림,주미소,히알루론산 워터 플럼핑 수분 크림,"#기능성, #보습, #수분공급, #유수분밸런스, #저자극, #주름개선, #쿨링, #피부진정, #피부탄력","100ml / 22,000원",4.67,리뷰 348,https://dn5hzapyfrpio.cloudfront.net/product/6f9/6f93f6f0-be6f-11ef-9ee3-b51aa72ed69c.jpeg,https://www.glowpick.com/products/177151
크림,수분크림,주미소,워터풀 히알루론산 크림,"#보습, #수분공급, #영양공급, #유수분밸런스, #피부진정","50g / 24,000원",4.55,"리뷰 1,167",https://dn5hzapyfrpio.cloudfront.net/product/153/153c1c00-545c-11ef-ab15-d1201946d200.jpeg,https://www.glowpick.com/products/147861
크림,수분크림,백아율,모이스처 밸런싱 크림,"#보습, #수분공급","50ml / 32,000원",4.63,리뷰 340,https://dn5hzapyfrpio.cloudfront.net/product/90a/90a160c0-21f6-11ed-9c94-ab05ebe52a8f.png,https://www.glowpick.com/products/158842
크림,수분크림,수려한,효비담 수분샘 크림AD,"#기능성, #멀티크림, #보습, #수분공급, #영양공급, #윤기, #윤기부여, #주름개선, #피부진정, #피부탄력","75ml / 53,000원",4.63,리뷰 146,https://dn5hzapyfrpio.cloudfront.net/product/b0b/b0b82100-f313-11ef-9c6f-d92b40f5f893.jpeg,https://www.glowpick.com/products/170972
크림,수분크림,어글리 러블리,멜론 수분크림,"#보습, #비건뷰티, #수분공급, #클린뷰티, #피부진정","50ml / 24,000원",4.56,리뷰 821,https://dn5hzapyfrpio.cloudfront.net/product/660/660d2ee0-5df7-11ef-a50d-4519fa071bd0.jpeg,https://www.glowpick.com/products/174947
크림,수분크림,토니모리,어성초시카 쿨링 수분 크림,"#수분공급, #저자극, #쿨링, #피부진정","100ml / 29,000원",4.58,리뷰 182,https://dn5hzapyfrpio.cloudfront.net/product/29f/29fd2880-0917-11f0-a500-499bf8050b99.jpeg,https://www.glowpick.com/products/165214
크림,수분크림,스킨푸드,블루 캐모마일 히알루로닉 크림,"#수분공급, #유수분밸런스, #저자극, #피부보호, #피부진정","70ml / 25,000원",4.59,리뷰 216,https://dn5hzapyfrpio.cloudfront.net/product/82a/82af2550-0107-11ef-9a9c-1decd759a7c4.jpeg,https://www.glowpick.com/products/172566
크림,수분크림,구달,어성초 히알루론 수딩 크림,"#보습, #수분공급, #저자극, #쿨링, #클린뷰티, #피부장벽강화, #피부진정","75ml / 28,000원",4.62,리뷰 82,https://dn5hzapyfrpio.cloudfront.net/product/d06/d06f16e0-f254-11ee-8f85-4f6922c7f74c.jpeg,https://www.glowpick.com/products/172201
크림,수분크림,웰라쥬,리얼 히알루로닉 100 크림,"#고보습, #기능성, #보습, #수분공급, #영양공급, #저자극, #주름개선","50ml / 24,000원",4.52,리뷰 756,https://dn5hzapyfrpio.cloudfront.net/product/4ed/4eded440-785a-11ee-9c0c-8f13c8545ead.jpeg,https://www.glowpick.com/products/161507
크림,수분크림,에스트라,아토베리어 365 하이드로 수딩크림,"#보습, #수분공급, #저자극, #피부진정","60ml / 33,000원",4.48,리뷰 996,https://dn5hzapyfrpio.cloudfront.net/product/65a/65a2f050-e040-11ee-a311-917026a70323.jpeg,https://www.glowpick.com/products/147139
크림,수분크림,메이크프렘,세이프 미 릴리프 워터리 크림,"#비건뷰티, #수분공급, #약산성, #저자극, #젤타입, #친환경, #쿨링, #크루얼티프리, #클린뷰티, #피부진정","80ml / 28,000원",4.53,리뷰 219,https://dn5hzapyfrpio.cloudfront.net/product/0dc/0dcee4a0-d93c-11eb-859b-f54486df86fe.jpeg,https://www.glowpick.com/products/148679
크림,수분크림,잇츠스킨,파워 10 포뮬라 엘아이 수딩 젤 크림 감초줄렌,"#수분공급, #저자극, #젤타입, #쿨링, #피부진정","55ml / 25,000원",4.52,리뷰 153,https://dn5hzapyfrpio.cloudfront.net/product/fba/fba62820-fdd3-11ec-ae4d-57daf0824ff2.jpeg,https://www.glowpick.com/products/157909
크림,수분크림,더페이스샵,올티밋 히알루로닉 스쿠알란 1% 크림,"#보습, #수분공급, #저자극, #피부진정","50ml / 18,000원",4.49,리뷰 112,https://dn5hzapyfrpio.cloudfront.net/product/a25/a25b21a0-2fa7-11ef-a383-d17651385560.jpeg,https://www.glowpick.com/products/173626
크림,수분크림,오아이브,턴오버 크림,"#기능성, #미백, #보습, #유수분밸런스, #저자극, #주름개선, #피부진정, #피부탄력","50ml / 32,800원",4.48,리뷰 125,https://dn5hzapyfrpio.cloudfront.net/product/2fd/2fdf9d60-6e91-11ec-9aad-c33b288806ca.jpeg,https://www.glowpick.com/products/150386
크림,수분크림,아비브,수분초 히알루론 크림 하이드레이팅 팟,"#보습, #수분공급, #저자극, #젤타입, #쿨링, #피부장벽강화, #피부진정","80ml / 35,000원",4.5,리뷰 119,https://dn5hzapyfrpio.cloudfront.net/product/7ec/7ec0bd10-f852-11ec-a990-01d119690e0a.jpeg,https://www.glowpick.com/products/157802
크림,수분크림,투비건,컬러 푸드 시리즈 그린 글로우업 크림,"#비건뷰티, #수분공급, #저자극, #주름개선, #친환경, #크루얼티프리, #클린뷰티, #피부장벽강화, #피부진정, #피부탄력","50ml / 45,000원",4.45,리뷰 254,https://dn5hzapyfrpio.cloudfront.net/product/ac8/ac86f650-ee81-11eb-a078-b7d9c923bed1.jpeg,https://www.glowpick.com/products/149310
크림,수분크림,에스네이처,아쿠아 스쿠알란 수분크림,"#보습, #수분공급, #피부진정, #피지조절","60ml / 28,000원",4.4,리뷰 959,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20201008/1602125956906.jpg,https://www.glowpick.com/products/87348
크림,수분크림,토리든,다이브인 저분자 히알루론산 수딩 크림,"#보습, #비건뷰티, #수분공급, #약산성, #젤타입, #쿨링, #클린뷰티, #피부진정","100ml / 24,000원",4.46,리뷰 675,https://dn5hzapyfrpio.cloudfront.net/product/18d/18d1f370-7458-11ed-b309-a373581b56f8.jpeg,https://www.glowpick.com/products/148073
크림,수분크림,아이소이,모이스춰 닥터 크림 (장수진수분크림),"#보습, #비건뷰티, #수분공급, #저자극, #크루얼티프리, #클린뷰티, #피부장벽강화, #피부진정","70ml / 36,000원",4.4,리뷰 773,https://dn5hzapyfrpio.cloudfront.net/product/564/56498970-d4ae-11eb-a083-3f906d6382b4.jpeg,https://www.glowpick.com/products/148513
크림,보습크림,랩클,스텝 다운 모이스처라이징 크림,"#보습, #비건뷰티, #수분공급, #윤기, #저자극, #클린뷰티","80ml / 35,000원",4.72,리뷰 369,https://dn5hzapyfrpio.cloudfront.net/product/fa6/fa6c7380-8cc9-11ed-b540-a9ad6d038df5.jpeg,https://www.glowpick.com/products/161911
크림,보습크림,마녀공장,판테토인 크림,"#고보습, #보습, #비건뷰티, #수분공급, #유수분밸런스, #저자극, #클린뷰티, #피부진정","80ml / 42,000원",4.66,"리뷰 1,299",https://dn5hzapyfrpio.cloudfront.net/product/43f/43f3fe10-cc92-11ef-9956-5d8789fa3317.jpeg,https://www.glowpick.com/products/161330
크림,보습크림,큐어코드,더블 베리어 크림,"#고보습, #보습, #수분공급, #저자극, #피부장벽강화","80ml / 38,000원",4.64,"리뷰 1,196",https://dn5hzapyfrpio.cloudfront.net/product/2fc/2fcfcdf0-fe3e-11ef-af9a-0bd7de60935d.jpeg,https://www.glowpick.com/products/127636
크림,보습크림,칸소상,메디컬 하일리 모이스처라이징 크림,"#고보습, #보습, #저자극, #트러블케어, #피부장벽강화",50g / 가격미정,4.7,리뷰 204,https://dn5hzapyfrpio.cloudfront.net/product/74b/74bc6b70-e814-11ef-b7ff-9d94b272a52e.jpeg,https://www.glowpick.com/products/178656
크림,보습크림,에스트라,아토베리어365 크림,"#고보습, #보습, #수분공급, #피부보호, #피부장벽강화","80ml / 33,000원",4.65,"리뷰 1,730",https://dn5hzapyfrpio.cloudfront.net/product/4ff/4ffddc50-8812-11ee-b2fa-3b16a1075b95.jpeg,https://www.glowpick.com/products/169302
크림,보습크림,헤브블루,펜타베리 판테놀 리페어 크림,"#보습, #비건뷰티, #저자극, #친환경, #클린뷰티, #피부진정","50ml / 39,900원",4.71,리뷰 139,https://dn5hzapyfrpio.cloudfront.net/product/309/309a0580-63ee-11ed-a59a-17ce736231dc.jpeg,https://www.glowpick.com/products/160775
크림,보습크림,CNP,더마앤서 배리어 리셋 크림,"#보습, #저자극, #피부보호, #피부장벽강화, #피부진정","80ml / 32,000원",4.76,리뷰 148,https://dn5hzapyfrpio.cloudfront.net/product/b6b/b6bf89f0-09d7-11f0-9e2d-97d99ffbbeb3.jpeg,https://www.glowpick.com/products/176737
크림,보습크림,네오스랩,에센스 락커 리피드세라,"#고보습, #수분공급, #저자극","50g / 30,000원",4.61,리뷰 72,https://dn5hzapyfrpio.cloudfront.net/product/597/597286b0-117f-11ed-924b-fb81df6b1480.png,https://www.glowpick.com/products/158483
크림,보습크림,에스트라,아토베리어 크림 MD,"#보습, #수분공급, #피부보호, #피부재생","100g / 35,000원",4.66,리뷰 272,https://dn5hzapyfrpio.cloudfront.net/product/0e1/0e1c8350-512a-11ee-8002-fd47423b13e2.jpeg,https://www.glowpick.com/products/118872
크림,보습크림,플로디카,얼웨이즈 유스 크림,"#기능성, #보습, #수분공급, #주름개선, #피부탄력, #피부활력","50ml / 33,000원",4.61,리뷰 124,https://dn5hzapyfrpio.cloudfront.net/product/982/9824a2d0-3d71-11ed-90e3-db6c752b910e.png,https://www.glowpick.com/products/159702
크림,보습크림,아우어와이,오트 스킨베리어 크림,"#보습, #수분공급, #영양공급, #저자극, #친환경, #클린뷰티, #피부보호, #피부장벽강화, #피부진정","50ml / 38,000원",4.6,리뷰 233,https://dn5hzapyfrpio.cloudfront.net/product/724/72435fa0-4f0a-11ef-b6d3-e70388da0769.jpeg,https://www.glowpick.com/products/174470
크림,보습크림,더페이스샵,올티밋 판테놀 2.5% 크림,"#보습, #저자극, #피부장벽강화","50ml / 18,000원",4.62,리뷰 68,https://dn5hzapyfrpio.cloudfront.net/product/c5e/c5e9c310-2fa7-11ef-92db-2bff1ddce787.jpeg,https://www.glowpick.com/products/173627
크림,보습크림,비판톨,리플레니싱 데일리 모이스처 페이스 크림,"#보습, #수분공급, #영양공급, #저자극, #피부장벽강화, #피부진정","50ml / 28,000원",4.55,리뷰 222,https://dn5hzapyfrpio.cloudfront.net/product/60f/60fb48a0-3e63-11ef-8ab0-15fc56ebf8ba.jpeg,https://www.glowpick.com/products/153952
크림,보습크림,바이오더마,아토덤 인텐시브 밤,"#고보습, #밤타입, #보습, #수분공급, #저자극, #피부장벽강화, #피부진정","200ml / 33,000원",4.49,리뷰 712,https://dn5hzapyfrpio.cloudfront.net/product/58f/58f66da0-20e4-11ec-98c2-4d15ad70e488.jpeg,https://www.glowpick.com/products/83793
크림,보습크림,닥터지,더모이스처 배리어 D 인텐스 크림,"#보습, #비타민함유, #저자극, #피부진정","100ml / 38,000원",4.52,리뷰 339,https://dn5hzapyfrpio.cloudfront.net/product/a3b/a3b0f000-642d-11eb-a25d-3d3b800e98cf.jpeg,https://www.glowpick.com/products/144286
크림,보습크림,누텍스처,컴포팅 크림,"#고보습, #보습, #수분공급, #저자극","40ml / 42,000원",4.46,리뷰 667,https://dn5hzapyfrpio.cloudfront.net/product/9e6/9e68bf10-67f4-11ee-857b-5f817e901fbb.jpeg,https://www.glowpick.com/products/163151
크림,보습크림,구달,비건 라이스 밀크 보습 크림,"#보습, #비건뷰티, #제로웨이스트, #친환경, #클린뷰티, #피부장벽강화","100ml / 24,000원",4.53,리뷰 128,https://dn5hzapyfrpio.cloudfront.net/product/b0f/b0f40560-0ac5-11ec-9b54-ab93951abab9.jpeg,https://www.glowpick.com/products/150373
크림,보습크림,쥬스 투 클렌즈,비니거 콤부차 비건 크림,"#기능성, #비건뷰티, #수분공급, #저자극, #친환경, #클린뷰티, #피부탄력","75ml / 40,000원",4.71,리뷰 62,https://dn5hzapyfrpio.cloudfront.net/product/07f/07f6d420-4088-11ed-af38-e1fdfec0d43a.png,https://www.glowpick.com/products/159845
